loggingTime;loggingSample;identifierForVendor;deviceID;locationTimestamp_since1970;locationLatitude;locationLongitude;locationAltitude;locationSpeed;locationCourse;locationVerticalAccuracy;locationHorizontalAccuracy;locationFloor;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy;accelerometerTimestamp_sinceReboot;accelerometerAccelerationX;accelerometerAccelerationY;accelerometerAccelerationZ;gyroTimestamp_sinceReboot;gyroRotationX;gyroRotationY;gyroRotationZ;magnetometerTimestamp_sinceReboot;magnetometerX;magnetometerY;magnetometerZ;motionTimestamp_sinceReboot;motionYaw;motionRoll;motionPitch;motionRotationRateX;motionRotationRateY;motionRotationRateZ;motionUserAccelerationX;motionUserAccelerationY;motionUserAccelerationZ;motionAttitudeReferenceFrame;motionQuaternionX;motionQuaternionY;motionQuaternionZ;motionQuaternionW;motionGravityX;motionGravityY;motionGravityZ;motionMagneticFieldX;motionMagneticFieldY;motionMagneticFieldZ;motionMagneticFieldCalibrationAccuracy;activityTimestamp_sinceReboot;activity;activityActivityConfidence;activityActivityStartDate;altimeterTimestamp_sinceReboot;altimeterReset;altimeterRelativeAltitude;altimeterPressure;IP_en0;IP_pdp_ip0;deviceOrientation;batteryState;batteryLevel;avAudioRecorderPeakPower;avAudioRecorderAveragePower;label
1556984926.599841;1;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.36086325001;-0.0158233642578125;-0.9916534423828125;-0.104339599609375;86290.35384425;-0.0101434479598938;0.005594768818038463;0.009328520666329556;86290.35485125;-14.04376220703125;30.0225830078125;-419.7965698242188;86290.35286725001;2.994759997447478;-0.1141167709873637;1.477624021835855;3.637839108705521e-05;-0.0001931777223944664;0.0006882520392537117;-0.005244195461273193;0.003632783889770508;-0.0123368501663208;2;-0.09135956317186356;-0.6674110293388367;-0.7332607507705688;-0.09243682026863098;-0.01059405691921711;-0.9956626296043396;-0.09243189543485641;-37.51213073730469;-7.908369064331055;-12.84829711914062;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.57409;0
1556984926.60221;2;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.37087325001;-0.015472412109375;-0.990997314453125;-0.1053009033203125;86290.36385425001;-0.009699499006177593;0.007398527824349132;0.008901882259698861;86290.35485125;-14.04376220703125;30.0225830078125;-419.7965698242188;86290.36287725001;2.994931105457698;-0.1142782411009691;1.477620073278535;-0.0001194290816783905;0.001971447840332985;0.002633750438690186;-0.00504564493894577;0.00441056489944458;-0.01208996772766113;2;-0.0913616344332695;-0.6674097180366516;-0.733262836933136;-0.09242799878120422;-0.01060949359089136;-0.9956622123718262;-0.09243463724851608;-37.42643356323242;-7.819789886474609;-12.95785522460938;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.57409;0
1556984926.604493;3;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.38091325;-0.0149078369140625;-0.99102783203125;-0.1046142578125;86290.37386325;-0.00919855840513369;0.006189985321671173;0.00935248911614027;86290.37432125001;-14.36502075195312;29.95697021484375;-419.8202514648438;86290.37288725001;2.995051987020887;-0.1143992325605289;1.477632521254103;0.003246806096285582;-9.411480277776718e-06;0.00133998692035675;-0.004776403307914734;0.004747450351715088;-0.01274377107620239;2;-0.0913657546043396;-0.6674140095710754;-0.7332589626312256;-0.09242402762174606;-0.01061933487653732;-0.9956634044647217;-0.09242168068885803;-37.42643356323242;-7.819789886474609;-12.95785522460938;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.606969;4;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.39092325;-0.0153045654296875;-0.9914703369140625;-0.1044464111328125;86290.38387325;-0.008319448929298532;0.006919158828134869;0.009078183523862107;86290.37432125001;-14.36502075195312;29.95697021484375;-419.8202514648438;86290.38289725001;2.9951480981792;-0.1145068911870013;1.477627005180042;-0.0001306962221860886;-0.002206992357969284;0.0006194822490215302;-0.004201285541057587;0.004670619964599609;-0.01196157932281494;2;-0.09137310832738876;-0.6674115061759949;-0.7332602143287659;-0.09242472797632217;-0.0106298765167594;-0.9956628680229187;-0.09242567420005798;-37.59518432617188;-7.825410842895508;-12.99703979492188;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.608932;5;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.40093325;-0.0155487060546875;-0.991455078125;-0.1044921875;86290.39391325001;-0.009119196204649328;0.005869873358643649;0.008801747402711882;86290.39379125001;-14.45587158203125;29.76954650878906;-420.0703125;86290.39293725;2.995201036225967;-0.114562846000487;1.477628873035762;0.000972650945186615;-0.0004706112667918205;0.0001797936856746674;-0.004883050918579102;0.004045188426971436;-0.01214784383773804;2;-0.09137596935033798;-0.667412281036377;-0.7332592010498047;-0.09242396801710129;-0.01063475757837296;-0.995663046836853;-0.09242255985736847;-37.65016174316406;-7.981843948364258;-13.14425659179688;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.610235;6;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.41097325001;-0.0148773193359375;-0.9905853271484375;-0.104278564453125;86290.40392325001;-0.009336776465708801;0.009568205164436686;0.006169745297386571;86290.39379125001;-14.45587158203125;29.76954650878906;-420.0703125;86290.40294725001;2.995240256847415;-0.1146017777902207;1.477623587107335;-0.0007429067045450211;-0.0008552838116884232;0.001487241126596928;-0.004894018173217773;0.004456698894500732;-0.01208114624023438;2;-0.09137711673974991;-0.6674100160598755;-0.7332613468170166;-0.09242261946201324;-0.01063905190676451;-0.9956625699996948;-0.09242818504571915;-37.65016174316406;-7.981843948364258;-13.14425659179688;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.611535;7;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.42098325001;-0.014923095703125;-0.9915008544921875;-0.103973388671875;86290.41393325001;-0.0086544745944305;0.006402771892768505;0.008627842983529707;86290.41323125;-14.62149047851562;29.74945068359375;-419.9887084960938;86290.41295625;2.995310937155706;-0.11466710056457;1.47762070060939;-0.000304284505546093;0.0006214389577507973;0.001552222296595573;-0.004139907658100128;0.005051493644714355;-0.01183426380157471;2;-0.09137745946645737;-0.6674089431762695;-0.733262836933136;-0.09241852909326553;-0.01064548455178738;-0.9956622719764709;-0.09243092685937881;-37.73798751831055;-8.045446395874023;-13.05328369140625;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.613676;8;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.59543;-37.73798751831055;-8.045446395874023;-13.05328369140625;98.20423126220703;104.9780807495117;30;86290.43099225001;-0.0163116455078125;-0.990631103515625;-0.1044769287109375;86290.42397325;-0.009695504264542475;0.008914665432931242;0.008706139919578037;86290.41323125;-14.62149047851562;29.74945068359375;-419.9887084960938;86290.42299725;2.995380388772318;-0.1147325005603544;1.477618067825886;0.0005710925906896591;0.000776476226747036;0.0002705100923776627;-0.004637062549591064;0.004181563854217529;-0.01152682304382324;2;-0.09137824177742004;-0.6674079895019531;-0.7332640886306763;-0.09241490811109543;-0.01065187063068151;-0.9956620335578918;-0.09243318438529968;-37.73798751831055;-8.045446395874023;-13.05328369140625;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.62263;9;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.619202;-37.39778518676758;-8.001529693603516;-13.07229614257812;98.20371246337891;104.9775619506836;30;86290.44100225001;-0.0159759521484375;-0.9906158447265625;-0.1043853759765625;86290.43398325001;-0.01005316679894012;0.005638977292133779;0.01038925772850812;86290.43270125;-14.18276977539062;29.75544738769531;-420.0005493164062;86290.43300625001;2.995546326156001;-0.1148901160471203;1.477607312604272;0.0006262194365262985;0.001237736083567142;0.001597297377884388;-0.005842164158821106;0.005309939384460449;-0.0119776725769043;2;-0.09138056635856628;-0.6674049496650696;-0.7332674860954285;-0.09240666031837463;-0.0106674712151289;-0.9956610202789307;-0.09244044870138168;-37.39778518676758;-8.001529693603516;-13.07229614257812;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-26.52434;0
1556984926.633868;10;0;0;1556984921.418198;4.403316220399551;-75.14706936697988;969.7328;-1;-1;10;165;-9999;1556984926.619202;-37.39778518676758;-8.001529693603516;-13.07229614257812;98.20371246337891;104.9775619506836;30;86290.45104225;-0.0153350830078125;-0.991424560546875;-0.10540771484375;86290.44399325001;-0.007118895909890811;0.007111172742729582;0.009656888428736325;86290.43270125;-14.18276977539062;29.75544738769531;-420.0005493164062;86290.44301625001;2.995669260228092;-0.115011639350462;1.477599385772208;3.714673221111298e-05;-4.084128886461258e-05;0.0003473572432994843;-0.005204372107982635;0.004988789558410645;-0.0122607946395874;2;-0.09138403832912445;-0.667401909828186;-0.7332704067230225;-0.09240217506885529;-0.01067964546382427;-0.9956603050231934;-0.09244729578495026;-37.39778518676758;-8.001529693603516;-13.07229614257812;2;86289.59500725;2;0;1556984925.782465;86287.755049;0;0.02111816;90.53377;3232235846;179021379;1;1;0.35;-21.01155;-27.24916;0
