1544732247.3773,7465,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.36145,8.6869812012,12.8522109985,25.9683532715,156.4972991943,163.1682281494,15,52110.80562,-0.2339630127,1.5277252197,0.3812866211,52110.80562,0.9821985774,-1.8430771177,2.6646098497,52110.797289,116.3598480225,83.0545043945,-447.243560791,52110.804613,0.2107651949,1.4596236816,-1.3449155206,1.1128206253,-2.0400216579,2.9377462864,-0.4662181735,0.5458151698,0.3932060003,2,0.5165431499,-0.4698503911,0.3516796529,-0.6234944463,0.2225827873,0.9745972157,-0.0248475689,10.6276321411,12.9348983765,25.2375183105,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.7259,-16.49811,0
1544732247.38755,7466,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.36145,8.6869812012,12.8522109985,25.9683532715,156.4972991943,163.1682281494,15,52110.815661,-0.1562957764,1.5179443359,0.3575897217,52110.815661,0.8977555982,-1.3871482001,2.2177069177,52110.797289,116.3598480225,83.0545043945,-447.243560791,52110.814623,0.1848588767,1.4177101891,-1.3191258749,0.9363932014,-1.6766089201,2.4677658081,-0.4528980255,0.5586594939,0.4157934189,2,0.5106549859,-0.4693026245,0.3418214917,-0.6341486573,0.2461095601,0.9684978127,-0.0379730649,10.6276321411,12.9348983765,25.2375183105,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.7259,-17.08108,0
1544732247.4136,7467,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.41173,12.7818984985,12.8990097046,24.2987365723,153.3652496338,160.0361785889,15,52110.82567,0.0350646973,1.4437408447,0.2500457764,52110.82567,0.9668622316,-0.8890654373,1.8943027549,52110.816759,117.484588623,82.913848877,-447.925201416,52110.824633,0.1630815158,1.3848149408,-1.2971338703,0.9210861921,-1.1795666218,2.0592491627,-0.3390895128,0.5271240473,0.3656929731,2,0.5048346519,-0.4692067206,0.3343725801,-0.6427924633,0.26559937,0.9627875686,-0.0499740541,11.9406204224,12.7827987671,24.5051879883,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.65926,-11.65926,0
1544732247.41559,7468,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.41173,12.7818984985,12.8990097046,24.2987365723,153.3652496338,160.0361785889,15,52110.83568,0.2423553467,1.3474121094,0.0748443604,52110.83568,1.1292098633,-0.5150755948,1.7637817626,52110.836229,118.2344665527,83.0698852539,-448.0018005371,52110.834673,0.139721852,1.3550993875,-1.2771441708,1.0308907032,-0.7101223469,1.8064097166,-0.1349214315,0.4355202317,0.2264863253,2,0.4983924031,-0.469712466,0.3290752172,-0.650142014,0.2827424407,0.9571931362,-0.0619504228,11.9406204224,12.7827987671,24.5051879883,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.65926,-11.65926,0
1544732247.4176,7469,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.41173,12.7818984985,12.8990097046,24.2987365723,153.3652496338,160.0361785889,15,52110.84572,0.3520507813,1.2557067871,-0.0551757813,52110.84572,1.2547038728,-0.4773977244,1.8122022922,52110.836229,118.2344665527,83.0698852539,-448.0018005371,52110.844683,0.1143144401,1.326015236,-1.25721195,1.2012877464,-0.4609543383,1.7548024654,0.0089903176,0.3526281714,0.0737508535,2,0.4911257923,-0.4705502391,0.3249108493,-0.6571231484,0.2992747128,0.951233983,-0.0747558549,12.7818984985,12.8990097046,24.2987365723,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.65926,-11.65926,0
1544732247.42727,7470,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.41173,12.7818984985,12.8990097046,24.2987365723,153.3652496338,160.0361785889,15,52110.85573,0.4047851563,1.1443328857,-0.1013641357,52110.85573,1.2468856308,-0.6212544959,1.9752149152,52110.855669,118.8343811035,82.7749176025,-448.4579162598,52110.854693,0.0908128975,1.2983270781,-1.2359439485,1.2765407562,-0.5370024443,1.8561344147,0.0665090382,0.2561022639,-0.0013411045,2,0.4834200144,-0.4712602496,0.320417285,-0.6644935608,0.3165065348,0.9444588423,-0.088437736,12.7818984985,12.8990097046,24.2987365723,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-11.65926,-11.65926,0
1544732247.43744,7471,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.43559,13.4013214111,12.7594833374,23.9100646973,153.1461334229,159.8170623779,15,52110.86574,0.4128265381,1.0532836914,-0.0470733643,52110.86574,1.1853431738,-0.6740897477,2.1312644372,52110.855669,118.8343811035,82.7749176025,-448.4579162598,52110.864702,0.0728013856,1.2748306626,-1.2129499136,1.230250597,-0.6660320759,2.0392975807,0.0796457827,0.1564412117,0.0152034163,2,0.4755445719,-0.4719942212,0.3149478436,-0.6722252965,0.3350294232,0.936653316,-0.10215763,13.4013214111,12.7594833374,23.9100646973,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-12.28379,0
1544732247.44739,7472,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.43559,13.4013214111,12.7594833374,23.9100646973,153.1461334229,159.8170623779,15,52110.87575,0.3912658691,1.0188293457,0.0556488037,52110.87575,1.1115616274,-0.6253706777,2.1867508658,52110.875139,119.734161377,82.782333374,-448.9118652344,52110.874743,0.0599123266,1.256093575,-1.1888586896,1.1650967598,-0.6788771152,2.1540565491,0.0498667061,0.1004388332,0.1214497089,2,0.4675446451,-0.4729876816,0.3088310957,-0.6799324751,0.3544147313,0.9279441833,-0.1153693125,13.4013214111,12.7594833374,23.9100646973,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-12.28379,0
1544732247.45742,7473,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.43559,13.4013214111,12.7594833374,23.9100646973,153.1461334229,159.8170623779,15,52110.88579,0.3472290039,1.0234375,0.1307220459,52110.88579,0.9532534785,-0.5682591881,2.1743208278,52110.875139,119.734161377,82.782333374,-448.9118652344,52110.884752,0.0515578481,1.2422560695,-1.1648516385,1.0693587065,-0.6147942543,2.1763982773,-0.0024617016,0.0999652147,0.2236610651,2,0.4596928954,-0.4743152559,0.3024917841,-0.6871727109,0.3737663627,0.9187297821,-0.1274149567,14.3241653442,12.7859268188,23.4157714844,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-12.99319,0
1544732247.46728,7474,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.46185,14.3241653442,12.7859268188,23.4157714844,152.8641204834,159.5350494385,15,52110.8958,0.3008270264,1.043182373,0.1897125244,52110.8958,0.7379712591,-0.5475669591,2.0819730538,52110.89461,120.7838439941,82.7910308838,-449.5164794922,52110.894762,0.0482721989,1.2336825925,-1.1417892788,0.8815140128,-0.5466791391,2.1403353214,-0.0701111257,0.1222714186,0.2983183861,2,0.4524154961,-0.4759479463,0.2959365845,-0.6936968565,0.3925545812,0.9093792439,-0.1375875473,15.2567214966,12.7188568115,22.8196716309,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-12.99319,0
1544732247.49654,7475,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.48573,16.1209106445,12.6434936523,22.5602416992,152.3109588623,158.9818878174,15,52110.905809,0.2752075195,1.0518341064,0.2008972168,52110.905809,0.5038250708,-0.7017408167,1.9577291321,52110.89461,120.7838439941,82.7910308838,-449.5164794922,52110.904802,0.049698943,1.2289379245,-1.1204749519,0.648019731,-0.5865620971,2.0204935074,-0.1232867539,0.1521727443,0.3531548977,2,0.4461868107,-0.4774518013,0.2890650332,-0.6995702386,0.4100681245,0.9003072977,-0.1459142119,15.2567214966,12.7188568115,22.8196716309,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-13.25956,0
1544732247.49923,7476,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.48573,16.1209106445,12.6434936523,22.5602416992,152.3109588623,158.9818878174,15,52110.91585,0.2321624756,1.0026092529,0.1236572266,52110.91585,0.3047969225,-1.023858939,1.8427034762,52110.914049,121.6087341309,82.7977600098,-449.7451171875,52110.914812,0.0550907939,1.2254008272,-1.1011320578,0.4185999632,-0.8348012567,1.8985104561,-0.1691994965,0.142603159,0.3228456974,2,0.4413399696,-0.4781245291,0.2815471292,-0.7052285671,0.42585814,0.891720295,-0.1532319337,16.1209106445,12.6434936523,22.5602416992,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-13.25956,0
1544732247.50184,7477,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.48573,16.1209106445,12.6434936523,22.5602416992,152.3109588623,158.9818878174,15,52110.92586,0.1798706055,0.9142608643,0.0533752441,52110.92586,0.1848694523,-1.259895439,1.75592597,52110.914049,121.6087341309,82.7977600098,-449.7451171875,52110.924822,0.0631234983,1.2212041018,-1.083312871,0.2525521517,-1.1390016079,1.7999660969,-0.2343789935,0.0784986615,0.2408775091,2,0.4376895428,-0.4777135551,0.2732989788,-0.7110030055,0.4400713444,0.8835144043,-0.1604352444,16.1209106445,12.6434936523,22.5602416992,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-13.74976,0
1544732247.50765,7478,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.48573,16.1209106445,12.6434936523,22.5602416992,152.3109588623,158.9818878174,15,52110.935869,0.1422119141,0.8072052002,0.034286499,52110.935869,0.1165923936,-1.4222545223,1.663918548,52110.933519,122.2087860107,81.8279571533,-450.583984375,52110.934862,0.0723436718,1.2159830156,-1.0666455459,0.1596300602,-1.3269813061,1.7085734606,-0.2951507568,-0.0148282051,0.2091282606,2,0.4348068237,-0.4764778018,0.2646559179,-0.7168467045,0.4529746771,0.8755850196,-0.167823866,16.7881698608,11.8380966187,21.8608093262,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-13.74976,0
1544732247.51742,7479,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.51172,16.7881698608,11.8380966187,21.8608093262,150.7792358398,157.4501647949,15,52110.945879,0.1248779297,0.7177429199,0.0003204346,52110.945879,0.061110226,-1.5655245994,1.5828993287,52110.933519,122.2087860107,81.8279571533,-450.583984375,52110.944872,0.082035511,1.2095309835,-1.0510986522,0.0998325124,-1.4915308952,1.6198172569,-0.3323279023,-0.1097353697,0.1963617802,2,0.4325279295,-0.4745026529,0.2558236718,-0.7227178812,0.4645613432,0.8679693341,-0.1755336523,16.7881698608,11.8380966187,21.8608093262,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-13.74976,0
1544732247.52757,7480,0,0,1544732244.49338,4.4494912709,-75.1987076758,1127.377,-1,-1,16.3347625732,65,-9999,1544732247.51172,16.7881698608,11.8380966187,21.8608093262,150.7792358398,157.4501647949,15,52110.955919,0.1037597656,0.6622009277,-0.0307006836,52110.955919,0.0109791479,-1.6801185569,1.5171831656,52110.95299,123.3338623047,81.3871307373,-450.8941345215,52110.954882,0.0921048067,1.2020454374,-1.0364042326,0.0527803339,-1.6200140715,1.5550398827,-0.3591604233,-0.1747921705,0.1647861004,2,0.4307000935,-0.471916765,0.2468153536,-0.7286111712,0.4750808477,0.8605784178,-0.1835839897,17.8303070068,11.3979263306,21.4738464355,2,52109.28958975,1,2,1544732245.89266,52107.569732,0,-0.7874756,88.80099,0,3209354768,2,1,0.72,-9.7667,-14.41645,0
